order_id,products
439260,12672 25442
739137,25396
2536417,24852 25931
2366734,13176 21137 40706 45007 5876 41950 24964 27845 9421 26292 30776 42445 21938 46720 17484 329 47890 14780 39430 35142
1487843,33351 1649
2929636,19057 47766 49683 11520 26209 46969 47626 22935 15872 9092 27705 36117 5514 14996
1356773,30489 21137 47626 32747
1881064,
46057,7781 24852 27344 37646 21137 9339 17706 5077 46906 32566 43504 1463 8012 33055 27695 47439 4809 44753
177130,37646
1225708,
570353,44142 34969 11182
701426,
619347,43352
2274292,49683 28204 13245 42680
36450,35951 47209 21137 21903 5479 9365 21872 13798
2929656,
46073,12218
1156897,
963580,13176 27344 18370 21903 42265 38293 48679 23165 35973 33731 22935 18288 49267 16759 35108 28476 20842 13874 18095 46505 35176 7090 45464 42508 30635 39415 40397 38281 41026 39653 33214 10337 46279
2274303,38689 4793 38200
2143234,
2012165,48099 30696
177160,
1705530,46979 47042 48015
1471319,
835158,43961 43295 14233 37250
1318403,20084 24852 27966 39877 39928 47209 47766 21137 21903 26604 10504 39275 18531 20632 26940 36695 37687 47788 5876 33443 2966 3765 5258 4793 4562 4487 47734 17461 28432 40516 7156 31553 33352 5380 21872 46206 23087 4305 37197
1618965,17559 49144 16014
2012182,27966 39877 8174 27705
2667543,24852 9387
1618969,16797 3957 20339
177181,47766 45603 30776 25340 24363 20542
2143263,
439329,
1618978,
2585435,43352 21288
2012196,39560
308264,13176 18523 22825 27966 47209 21137 21903 43961 7350 25623 11777 13870 26209 43875 24184 46979 5876 45603 48559 32655 19894 6287 12745 40709 4605 21938 33000 19816 44560 18232 5785 31720 691 34213 36082 33768 43122 39475 35898 30561 29370 31927 34134 49111 14732 32360 13660 23362 9507 9372 15050
3191850,5450 21709 44632 27845 20119 38689 20345 13225 12846 48415 11708 26823
832555,4957 24852 45066 18926 49198 49517 40174 41148 31764 9068 23763 17316
2680229,15424
1356845,13176
3191854,
619357,21709 25513 21070 29370 10036 32989
1618993,41787 19057 39877 39928 47766 9387 20754 38456 28204 2452 34969 45013 20842 14161 27695 36305 26981 34069
2929714,13176 16797 4210
701493,24852 33754 41290 4210 45190 41131 46088 43183 39685 21868 31154 43112 42635 1534
177207,24964 43122
1487929,21292 8571 43739
439354,4945 49621 28836
1881147,13176 21137 8277 29127 21841 7485 6046 3442 45544
2012220,16797 47766 13198 26209 47626 28199
3191870,40723 18583
560195,2962
1619013,13176 16797 21616 26209 47626 23266
2798662,9597 37489
1558711,
2209984,49235 21137 31343 17461 18811
308301,18523 24852 21137 18441 18465 48364 15872 41950 47141 21333 10957 46842 27845 34969 42460 432 12590 11182 17902 35628 10374 44487 1935 22206 1215 23085 44368 11891 29405 22454 22929
2667600,21709
46163,35221
3153422,18765 29869
177239,1559 5450 19156 33754 45066 21137 22035 49683 8518 26209 27086 41950 4605 17795 38400 28851 35163
2405465,7751
2667610,13176 7781 19057 27966 37646 39877 39928 47209 21137 21903 21616 26604 31717 45007 30391 39275 40852 28985 24184 27104 30305 44359 48364 37385 27336 46667 48745 24964 42768 49175 25005 21938 38650 41065 21295 43768 17795 36180 11005 41658 35163 38419 13225 18078 26177 35199 39560 41242 11826 6892
1094747,24852 5547
2274397,
2667614,26346 5077 43263 33548 34969 49517 19348 32579 26497 6383 8153 12980 43631 37215 13147 24816
2798689,26209 44359 24830 26740
3191906,13176 19660 38768
439395,24852 46584
1881189,24852 48205 12606 20919
1053387,
335377,47209 32578 31915
772284,
2929770,35914
2929771,19057 27845 38689 42445 1463 11737 10768 21985 30726
1908242,47209 8277 27845 36011 41177
2541757,
1225841,4957 33754 47766 18926 25931 5785 6341 45916
308340,196 21386 23288 15164 11885 28252 38440 41330
1487989,22825 21137 5818 5077 38689 36011 15200
1487990,19057 24852 8518 26209 47626 39040 93 20119 20114 36550 23543 14129 29447 4410 11896 11087 8968 48186 23329
3191929,24852 44632 31981
1356922,27325 11576 717
1886399,
3139199,23650 28204 18288 19048 26165 6046
2405501,13176 22963 21137 1463
308352,5077 23929
1225857,19057 47766 35652 1511
2694678,
2798726,45007 27104 19048 31720
2929801,8638 39921 184
1629136,49235 4957 7781 18523 22124 24852 24954 33754 40571 47144 13249 44632 28204 27845 30169 8061
3323020,32478 32689 8048 7862
2065957,41787 24852 14897 6245
2104856,13176 25133 24852 14947 44632 27086 45645 30233 13166
1225875,6419
1881239,
2405534,6901 18615 9434 2433
2143393,38928 16797 21386 17207 22028
233649,6475
2694683,
2929828,13176 27966 39877 47209 45007 28985 39812 15261 34243 22849 17948 5258 30776 23288 12341 2846 41065 45200 12456 26165 18234 34450 19660 18963 920 12953 47830
708592,24852
699863,
2143399,13176 27845
1356968,48679 47626
1515036,13176 14084 35951 5212 7781 18523 27966 47209 18370 21137 28289 40706 6361 26209 31683 39275 42828 44661 16349 34358 10132 19627 27596 30252 38988 43875 25931 26940 37687 46979 47626 5025 5134 38739 27845 34969 37718 43789 10749 11140 7628 32578 29672 38288 1377 31737 23230 38192 11776 14133 10315 44795 5491 9430 22368 30831 12618
1094827,
1488044,47766 47626
160626,
1225902,14199 8859 3211
1667821,33673
1356978,24852 47766 31683 47626 24964 19511 10814 45437 31040 8022 32747 18389 40708
2012340,45190
138782,21709 6473 10957 27196 26557
308406,47144 9292 25466 39581 36107 22166 23763 38813
2536633,13176 49235 3151 19057 20084 30908 36735 45066 11777 28204 45603 4462 5708 18288 20794 30776 33736 33929 35633 41338 9637 3957 45437 21288 31040 45223 18828 29270 32267 38772 37417 33240 39428 18606 13292 24363 13045 45937 9964 15041 23178 38311 48032 28390 22760 20542 47943 9755 16611 20878 14833 15693 39450 11572 33258 2269 14924 21603 37674 42840 14240 43310 29623 13363 27655 48637 11707 31373 45448 5328 16730 18993 10586 30726 2552 37188 3888 18839 13765 40941 47573 35756 14470 25941 21469 8627 30420 46700 6982 44238 24213 35429 17783 25758 46770 23926 24447 6661
3191994,29503 7980 11073 35359
2235935,28985 15085
1881281,5077
701637,13176 47144 37687
1619143,
2279628,35530
2405579,32139 45066 47766 21903 49683 8518 45007 26209 17794 44359 47626 17706 18465 24964 20114 34969 41259 21938 25705 19613 38383 21622
1075213,30016
1750222,12545 8710 42637
1485478,24852 45007
2929873,
3060946,10326 41787 6184 13575 46061 39408 3298 35561 40422 11759 30731 35267 2433 35269 21873 38883
772302,24852 48527 32403
1357014,4920 432 6972 33120 16744
1536889,13176 49235 27966 45066 47766 21137 21903 40604 49683 26209 27845 37067 14010 33000 27509 49520 34466 14218 21053
3192027,26209 1940 33846 45 41625 39646 13794
3192030,
2667743,13176 47766 21903 25890 46738
46304,13176 17758 39877 21137 23765 27845 23054 5785 47888 31404 25837 20380 42380 4013 32989
701665,26604 41950 23909
177379,13176 7781 22963 27966 39928 47209 21137 49683 8277 26209 20899 27104 18465 5876 47759 27845 38689 40174 41658 10753 43643 17652 22908 4451 16570 29537
701668,49235 47209 21137 21616 27521 16759 7156 4932 35986 20528 17725 20541
138790,13176 39877 46676 47209 1819 21903 17794 43086 32655 16759 18027 12456 432 33120 26717
1357031,
1078140,16797 19057 22825 24852 47766 21903 28373 38293 13249 26209 17794 28985 42736 16185 34126 44359 42585 22935 28204 24964 27845 3481 20114 32433 35921 7054 35547 28849 28597 2295 21288 26800 20842 25138 21077 29941 19706 17568 42756 2535 25194
2039773,24852 47209 5077 32566 5785 9510 25495 15613 3318 6052 16541 16223 1848 30315
2274539,
2012397,22035 49215 2326 3819 3667
532008,47626
308466,5941
2667764,24852 39928 47766 18370 21137 8277 17600 20995 36070 14966 4942 48857 23543 36011 16617 33768 43122 7175 9825 38313 22322 37840
2798838,5068
1881335,13176 7781 45066 47209 8277 26940 47912 25824 2825 25647 23383 15386 14159 14218
2929914,7350 7026 17530 49519 49609 26047
1094907,196
1225980,13176 30391 16182 31635
1619199,24852
684928,16185 38154 37354 2102
3060995,37710 19887 17207
439557,
2057232,24852 46676 48171 37766 48645 11182 35483
1357063,7987
706775,16494
1619212,
2536719,40742
488323,21137 39275
2667798,24852 45066 41290 21405 32478 23288 16816 32684 40338 7349 30352
1558745,21903 26209 27156 17794 5876 5025 38739 37067 35921 10749 5373 45 18610
2929947,16797 21709 24852 5077 34969 48183
2798876,
2012445,5322 37646 6069 34276
2143518,
1274757,21137 11777 21616 9839 18465 33120 5547 43050
925232,29140
2493685,49235 25890 3599 14447
2012453,6057
2536743,13643
2869468,13176 16797 24852 21137 43961 24184 21019 10912 28745 35108 35383 25890 3952 13517 36968 45615 35417
487386,38928 16797 6184 47402 7826
832813,24852 47766 24184 25890 44085
2214109,1940 46666 38395 42883
439603,4920 34448 14010 5785 30700 1463 2108 14979
2660903,19057 39877 5876 37067 49026
832822,42356 47766 21903 42265 21616 37687 5876 21019 10749 21938 28597 40268 9808 23139 29996
1881400,8048
2170420,17600
2923049,47626 15902 40332
439612,47209 49683 4605 1999 41757 432 44949 26364
2012478,
1580597,16953 21938 23909 46059 35304 18423 7492
2536770,196 43154 12341 18023 16714 41276 31651 6760 2433
3061059,40604 24838 17461 19660
1619269,24852
2995606,16797 19180 26364
2012487,24852 36130 10673 49610 32403
1488202,37710
1951970,
2607164,
3022392,35914 46654 42495 27474
1296611,13176 22963 24852 45948 25146 46969 20995 44359 43713 28058 2825 17789 32156 1846 43788 17731 44787 35504
308564,43295 40545
2454414,17794 47626 44142 28204 29852
3323225,24852 47626
1750362,24852 4210 12159 20479
308572,18465
177504,39877 47209 21903 42557 35469 27521 48679 11520 16185 5876 22935 21019 24964 30776 16759 34429 42579 7381 37691 15081 41605 31973 35585 36002
2274657,24852 14633 17468
1095011,46149
963940,21137 12545 32515
575718,38928 11759 8596
2143591,43693 8730 6631 23909 48705 12140 39046 10279 24398 39023
2930024,25824 9199 15923 32492 22569 1642 18071
996110,33120
2930027,
1095024,
116968,27521 35921
1357170,
177524,21174 1194
701813,196
46457,22947 13774 46308 32703 26957 26561
832890,18035
177531,24852 39877 46676 47626 22935 25890
3323261,
1357182,
2803569,
2274688,18465 22959 19660 15462
570754,35561
3205105,
46468,49683 21616 18441 43014 48364 24622 432 33768 12606
2405765,13176 30450 35951 16797 24852 47209 21137 21903 40604 26604 40706 25659 43352 17794 33731 9076 18362 23291 42768 20734 39619 8174 46650 2855 39408 20842 30290 7485 22260 20127 2210 48450 9390 11712 43421 46665 47668 33489 40724 32585 11129 13085
1318465,47766 40009
439689,47209 32478 35906
2536843,
1742991,
2536845,12916 11239
308623,13176 21903 9839 7948 27845 12341 8048 39001 21292 31985
2798993,24852 4920 17556 44799 4605 4595 38996 3999 48532 581 4137 36386 8195 39374 10527 17318 19078 3056 27722
832914,47209 40002 432 33055 33120
1357204,23650 26165
3070293,8479 24852 27966 28918 39928 21137 21903 21616 26604 11520 19678 26209 44359 10863 48364 32689 12962 12395 33000 11046 15438 4097 43122 43394 45346 15613 15906 63 40449 45682 7615
1488278,13176 19057 45066 21137 28985 38739 4605 5479 20114 10749 611
1143705,196 35470
2405784,24852 13870 17600 28204 27845 44560 30949
2143641,49235 24852 27344 47144 47766 21137 21903 42265 49683 26604 4920 4945 19019 42736 26790 27104 47626 28199 27845 45633 38689 12614 21267 33000 29987 25890 30353 3464 9210 30169 9515 26497 28934 14491 46738
2799002,27845 17368
570781,21709 43295 14947 44632 31964 17419 17191 7693 26223 2019
2667934,24852 32403
2799007,
1095073,22825 37646 21903 35547 40174 19982
570788,6615
1350185,13176 27966 13249 20995 27845 45200 38890
1357222,48800
3061159,5212 27344 4920 27845 25949 12341 48480 20339 38563 1890 2141 35051 48073 34758
95132,13176 17122 43961 7559 27845 23716
2556156,14233 23383 26648
1646151,16797 23423 5258
2589709,
46510,
46511,
1619377,14252 46842 27323 23909 32141
964021,13176
1226166,13176 1263 23909 29615 31610 4635 27510 6793 43631 31981 37654 1176 21512 24956
3022409,24852 47766 49683 34358 5818 21927 29487
1357243,21903 12341 18027 21292 21769
964031,24838
29600,24852 25146 3243 25588 23909 25340 9510 47362
1012641,13176 45948 47209 43295 32655 19894 18288 30776 5479 32347 26165 40363 35467 3628 16744 34423
177608,36107
1843377,5212 21137 37718 35045 24850
439755,
570831,13176 21137 43295 48857 1409 35523 37831
439762,28204 25824
1488339,49235 22825 45633 3298 40174 46900 35628 15866 21050 1215 9973 35715 653 27137 45815 36476 2362
2519878,47766 41836 16995 7361
1357272,
701916,22825 24852 47144 47209 47766 21137 11520 26209 27156 8193 9839 36772 24830 14678 24964 37119 45633 12545 43713 22395 42701 39180 2651 45 4792 20431 17789 35628 9689 44949 7806 34224 42307 14643 8575 42002 41242 18565
570845,
2799070,13176 39928 27845 35535 43122 9138
226213,
439777,16797 24852 47626 44632 5782 23734 33819 20119 7644 34050 35909 36307 5970 23560
2930146,33065 41131 17859 20704 41539 43298 35032 42781
619430,37646 47626 22935 6212 29284 28204 47759 1541 44929 9510 13807 39464 22108 15700 48732 35003 42334
1357286,45948 35221 11512 36342 42680 41605 35585 45591 44712
1750505,42265
1391710,
1095150,10957 16234 27316 31654
701935,44632 10957 33351
1619442,35951 16797 22124 16965 49683 4920 27104 28199 28156 46906 12980 13807 21463 23777
833018,13176 5450 27966 38456 23044 43662 19448 38383 18670
1226235,47766 45007 31343 18531 44987 5746 24964
2012668,24852 39877 43086 5328
1750525,
1095166,1940
2760277,
1769182,5212 24852 27966 45066 21137 11777 40706 33731 23044 5031 17835 26298 1202 33290 2825 27864 25753 43394 31557 11109 42659 28458 31766 29506 22238 24099 46204
1750529,19057 21137 8518 19678 651 28985 32537 41220 44359 33731 5876 22935 24964 40709 18234 19660 48450 38730 31653 6390 11961
1750530,39928 47209 21137 21288
2668035,39877 47209 24010 25931
308742,
701959,
1357321,18534 25466 11524 47587
2274826,27086 25636
439819,
46604,13176 49235 21709 21137 21267 49520 42193
1357325,13176 25133 16797 43352 12341
1357327,
400984,
3323410,11365
2143764,1406
308757,
3061272,13176 39275 116 27790 32679
1881625,5322 21709 29993 36865 8309 14947 24799 28465 44632 35221 20119 25718 33198 26620 43662 45645 39527 25837 31663 5141 6760 14870 18851 25013
293975,14947 27325 8568
1488413,13176 27966 47209 21137 45007 27845 39180 13517 40156
3323424,8859
2012706,21903 25718
1357347,2966 29848
2012708,23955
2799144,21137
2537001,16797 47626 12395 39116
2118345,11669
2405931,37646 28289
308780,
1345825,13176 8021 21903 8518 28289 31717 27156 30391 17794 36070 22935 34243 24964 12545 24489 43789 3957 10749 21938 45063 27509 3583 7014 29418 8710 15842 7175 38383 8727 44628 31869 29740 31181 44471 1409 19513 3289 48744 4642
2537006,13176 8277 19934 41950 33198 31299
3192367,13176
1095218,
1620790,651 12341 31912
1881653,24852 27966 37646 21903 38689 2228
2668087,
46648,27086 2120
750516,49235 13249
1357371,13176 16797 22963 36735 21137 21903 8424 45007 8277 11136 10132 15290 44359 3481 10749 18027 43768 49191 1511 1408 3849 16570 35483 23777
2012732,47209 4920 27845
2405951,22963 36735 30639
1488449,11233 3999 49605 19595 1582 31987
1357380,
1095238,
1750599,24852 47209 47766 15592 12206 10017 34969 38996 38890 11888 16489
3192392,23233 11712 7806 15406
1236713,13176 16797 43352 12341 3798 889
248077,
439888,5876 43858
46675,3481 10749 43768 26497 38890 35287
1357396,35078
1095254,13176 16797 27966 37646 47209 21137 4562 41149 10603 6104
3323479,5450 16797 37646 39275 39408 39160 5250 329 11688 29852 46779
1274810,46692 35223 43392
833118,
2128437,35951 13870 38889 9687
46690,46676 47766 28204
291771,13176 27966 47766 21903 42265 38293 8277 11520 27156 31343 260 36695 5876 22935 39619 18891 21938 26165 45 24221 35167 29398 43821
2012772,47209 40706 46979 5876 9689
2930277,42585 39040 5479 2086 39225 26315 38944 1240 49440
2143846,23288 34262 3917
3323495,
439914,24852 21137 46979 6218 10761
1095277,5785
2537070,4149
964207,49683 5514
1095280,32169
2668146,13176 21292
3061367,26209 16611 15547 28572
2297293,47209 21137 47626 5785 26324 34565
3192443,
2668156,8803 40939
2799230,49235 16797 19057 24852 39877 45066 14992 8518 45007 43352 24838 28985 19627 43875 5818 27104 28842 36695 41220 47626 41290 22935 9901 30696 33122 43772 15902 48205 27845 46045 4605 20114 32689 32734 29628 33198 35921 3957 4562 1090 14852 29675 14778 19488 18653 30591 24279 40174 2708 32700 14211 47888 49044 40332 14897 22025 30169 9551 500 20955 46041 4919 11440 6532 16900 37003 37634 42240 36956 41714 34134 5268 8366 10193 22882 38544 9170 46595 15386 27985 40338 34362 4137 36763 36307 39032 5737 35234 25569 26863 23102 35823 13944 38729 38747 4753 44167 17316 40708 17738 14218 3529 28448 44270 20682 26300 30192 21737 31469 33565 17650 35723 44950 41517 36976 29930 48898 8799 13466 16707 20604 36838 41120 43117 46097 46793
1488511,44632
177793,14947 22935 5077
2799235,24852 47209 8277 27845
2441474,6182 5457
1881735,
7788,
2406027,39475
1738635,13176 5258 19660 38768 20940 22802
2143885,47144 23909 26683 3594
2012814,26209 27845
2799247,8193 45200 19068
46736,13176 35951 10335
1820952,47626
702101,24852 23909 28916
177814,5782 24622 32211 10957 44968 12817 25839 15386 44368 46145 29744 35586 16619
3323543,
833177,24184
2930331,13176 47209 8174
2607584,39928 45066 47766 22935 41950
1226397,4347
439966,5976
816069,21137 28985 17630 22228 35628 29974
3061408,47766 44632 5876 35221 26620
2655185,13176 8986 22372 6692 35842 5564
308902,21903 45007 30391 16349 5876 35221 27845
2143911,27275
3061418,24852 26558
3323564,
1494223,24852 29487 7156 31555 9275
2143920,13176
1357491,
702134,
3323575,
46776,40571 4210 32331 5884 45443 24669 45994 29758 16556
295351,13176 22825 27966 39877 39928 47209 24535 45007 10132 13629 25931 41220 29328 19048 3583 43662 32578 41658 16617 9550 18811 14874 22025 35503 5550 12039 1749 43635 47763
1226427,5077
1226428,21386 19660
2463147,24852 40706 13740 18721 6873 1463 29615 33095 43509 15269 3947 48732 20344 34640 3055
2275009,5322 30489 9387 49683 28289 43352 15290 43014 46979 43768 26706 2295 38996 47993 13447 44795 2589
1357508,24852
46789,13176 47209 21903 11520 28985 40723 24489 21295 40541
2143942,39275 43352 6184 21386 23288 29223 38768 3265 2433
308935,16797 47766 14992 44632 23719 24830 25890 45106 3896 34466
2930384,19678 27104 46979 48364
2668241,21137 37687
2930386,24852 14947 10957
3393827,24852 39877 47766 49683 47626 9422 45364 432 6656 6774 20710
1619670,23915 35561 19660 42500 35470
2799321,13176 17872 27966 37646 39928 47209 21137 21903 49683 8277 39275 40723 46906 4962 2086 28476 2091 26324 17871 5015 21053
1881818,46003
2104954,13176 5876 4138 18232
571104,38293 47626 25705 1540
3323618,
3061476,
2454481,27845 26384 34335
46827,24852 36735 39877 40571 47766 21137 21903 8277 17600 47626 36011
2668269,24852 21903 5876 24830 46906 4562
176140,27845
2143984,13176 19057 22825 30489 39928 47209 21903 42265 40706 9839 260 41220 20794 5612 10749 43768 26165 37029 27695 18581 44670 1692
2537202,24852 27966 47209 21137 21903 36695 18362 3957 39180 30233 13166 36036
571123,
2143988,14084 5450 24852 27344 40571 47209 21137 21903 43961 26604 31717 27521 38293 4920 13249 26209 9839 10132 26790 35948 5876 19894 93 30776 24759 43789 16759 26369 33401 16973 46584 1408 31288 26911 42840 48637 25762 43988 31713
1226486,33787 39993 35163 44042 21472
1165609,24852 47626 39475 20230
525302,28427 4500 39658
359073,13176 22825 47209 49683 11777 46906 32864 35921 1463 6933 34458 30949 17027 22164 23748
685537,
1488638,24852 43295 27360 49520 1069 13858 22359
2275071,47766 21137
3323648,
964354,13176 18523 21376 27966 39928 9387 26209 11576 4138 17562 32730 49496 3308 32239
1558827,13176 49235 24852 44142 7877 34969 3957 16920 28427 14999 34024 23339 27464 10851 11598 43029
440068,30489 28204 432 13702
138881,
571146,13176 24852 27966 39877 43961 25146 44359 5077 30696 33894 36724 28993 49363 41273 25640 39299 30839 33129 45 48015 14999 1117 20463 30340 3318 3044 4005 38881 10851 14862 21144 39217
2930443,1112
2012943,13176 5212 24852 27344 47766 21137 12381 35503 6532 16823 46620
3323666,34969 29409 5845
1488659,
3328302,13176 26604 42828 24221 46820 38200 15983 35065 44329 29623 780 13597 48539 10679
571160,
702235,4920
3192604,24186 45603 24906 39450 31238 47119 42781 41254 47849
3283680,13176 22963 27966 36735 47209 24838 2732 44359 18272 41665 45249 32338 31596
2537247,
1226528,27966 37646 21137 7350 43967 43295 15290 47626 44632 47672 1747 7026 6348 12013 35221 46572 7521 40709 16759 30353 7644 30233 31618 29615 2120 46820 13225 49609 39041 18142 37489 10369 49139 39002 42985 46485 46203 13998 39023 37389
2012961,21903 14715 46802 7862 21292 33147 32538
309029,13176 5479
3061542,5612
2537257,13176 21903 32478 42282 8571 4724
2367111,31343
2012972,24852 27845 20119 40199
2275119,45066 47912 4142
1750832,32478 8536 29553 47226 49667 4154
2275122,130
46900,
3192629,
1750839,13176 34358 31553 32338
2345268,26940
1437489,
1357633,17122 24852 45066 47766 4920 44632 47672 4962 39180 32515 4809 895 32989
2144066,35951 24852 27966 45066 47766 21137 21903 8518 21616 28289 26209 38159 16185 47626 44142 5077 24830 6948 20114 41259 21938 16145 17484 1408 27705 21077 34005 49497 30385 3339 40001 20488 42315 22425 19775 49638
1488711,
2537288,27966 48935
3350156,43352
1229123,
2537292,42342 47766 4920 5077 432
2013005,12341 33768 3265 43892
3061582,16521 24852 47766 21903 31343 43352 18531 28985 12206 34 4605 35629 2314 35108 29987 28849 1999 16044 42244 23236 19893 22170 436
2301581,13176 8138 42342 47766 42265 21616 26604 11520 13198 42450 27845 34969 34217 20842 8012 5456 29370 40627 4410 29405
1750864,16797 43352 35652 25588 29223 8048 7862 22128 30751 907 42475 9434 6087 16782
250235,24852 47766 38689
2956942,
3410253,11759 44371
833367,43154 16281
433270,3376 20842 30953 34050
3192666,
2406235,24852 34688 26209 47626 37385 27663 43545
2935098,21903
2013022,47209 47766 8518 42585 16419 46654 49054 48004
1226591,46979 13517
964448,24852 40571 26620 45747 22556
1881953,13176 24852 21903 39275 11182 36676 22240
1619810,24852 13249 26131 8490 18352 28226 21125 43205 40486 35124 1364 9597 7631 3682 32403 39038 44402 35985 15263
46947,22021 29848 23248 48626
1536998,24852 38799
3165442,
204433,47626
1733607,47766 49273 21616 27521 36550 148 44292 28656 18409
2865551,13176 19057 47209 21137 40723 5479 33198 5785 26165 34530 40174 48726 43122 43654 36164 22022
571248,21903 5258 32923 13042
1226609,
2799474,
335507,5450 19051 24852 22959 5077 24186 28204 46842 25824 10673 14882 9623 11983 39832
2148261,49235 47672 3873 27325 25985 14999 15547 27434
1991785,5450 24852 8193 47626 5077 28993 23909 17795 19488 14161 28031 44277 25647 13866 26914 3800 47631 12212 8612 7648 5038
3192697,24852
1619834,16797 47144 38456 35140 21019 42536 41544 47630 23959 12756 31555 228 21053 18565
3000639,22959 10070
2537340,37646 11520
3061631,12013 28427 6046 49544
1646599,13176 49235 24954 27966 39928 46676 47209 21137 26604 8277 28985 5876 40723 27845 1194 25718 28476 27730 38558 14371 41162 43351
2406274,33000 18023 17902 34343
2275205,13176 37646 47209 4781 49247 47873 28398 13080
3323782,34749 1940 27730 28748 21225 4047 17135 46217 27029
2869569,23329
2275208,24852 43352 33787 18465 6187 6631
2275209,13176 44683 47141 37067 11492
2013066,44632 6948 11182
2432663,4210 432
2799502,27966 21137 41950 12341
3192719,
2013072,16797 4920
2406289,
1619858,
2275219,
440212,38689 39180
1357717,13176 4957 33754 40571 21137 33787 15399 34262 5785 39216 45645 14633 27663 43234
990873,16797 42828 4942 27730 19575 12625 49686
2537368,
1624388,8571
2406298,27845 35628 3631
1357723,
1226652,47766
1908378,41787 16797 22474 27966 47766 21137 4920 47626 23729 28204 34969 33000 44310 5785 3599 49044 40396 5132 28934 31504 34134 5550 9438 41793 1443 44418
2464505,41787 24852 47144 22035 8518 38293 45007 11520 26209 27156 16349 47626 43086 44142 28204 27845 32655 18362 45123 46906 4605 10246 29987 26384 42244 13646 6104 28934 35233 6774 34230 42345 47049 35523
1165637,
2537377,24852 9387 43295 5818 48205 27325 15057 32727 16900 40338 2245 1669
214173,
440228,24852 47766 21137 26604 43352 44632 46906 38453 18394 31805 31869 9597
1226662,13176 27966 47209 21903 21616 28289 40706 27521 11520 39275 26940 27104 44359 5876 22935 34243 4210 21405 24964 21295 29307 16249 1025 35939 30233 11182 16616 43122 19049 8379
568953,16589 39877 27086 13380 25588 38689 30695 21938 25340 9689 34335 6347 21946 48577 45916 35418
1095592,40604 25146 47626 20842
2537385,196 16797 21137 21903 43352 37687 22362 12341 29223 30720 5068
2275244,28204
1357745,13176 27966 37646 47209 24810 49683 40706 45007 39275 46969 47042 47626 19895 24390 47672 46906 38689 29987 8174 46346 28476 19174 21614 46107 3896 39984 6104 21543 1546 7649 30571 5456 25340 38313 40529 5184 17730 39578 48600 26023 13338 33320 6962 38473 35420
2930610,28204
571315,47144 12894 33827 22699
2013111,21650
1488824,6184 43154
1602548,5450 24852 27845 29387
833466,
2275261,
1854642,44632 27845 30353 11249 7114 23847 47512
571327,13176 22963 37646 47144 21903 28373 49683 21616 4920 11520 30391 9839 260 11782 44359 44632 5876 22935 44142 41950 24964 45633 40709 26620 13712 35163 2480 432 5449 46616 42719 40199 2611 10768 47873 18070 10369 15767 5360 38757
1619904,25513 36929 35628 6927 31724
1857241,18523 24852 27104 12232 4605 34050 14897 41390 34735 32915 32019 29608
833474,19348 40910 12253 39276 15895 43958 25438
440259,42342 49683 26209 17794 5025 44142 7751 36736 14147 23734 25170 35042 43772 33548 13544 38241 42372 31231 32478 44051 29628 14386 32433 19511 27796 4317 35956 40516 41958 5385 35669 1181 46817 12339 23665 32165 46735 18564 19309 54 6789 40009 4932 6177 32605 45149 24508 19863 17393 32163 48231 44641 7631 20561 10084 48071 34427 44177 48119 27124 15221 11993 6089 22497 28472 1729 5938 5245 46029 14492 31747 38054 3060 43907 32748 2376 13624 42667 10478 8175 27693 21751 36752 20096 3752 39077 30889 11279
3323845,21903 1689 7862
2563745,24852 47766 21903 26209 16185 46906 4605 34969 25890 26384 5785 2091
392343,13176 21709 47209 21137 22035 651 47591 18465 7076 20350 41950 48283 36135 26620 8174 39561 1511 37733 31766 10369 30407 17316 19970
2899608,17122 16797 24852 4920 23909 35199 43209 25691
2773037,41808
1882062,47766 36099
1226703,2732 21462 39409 25513 27356 42014 4451 24891 23824 36714 22245
3065460,13176 49235 24964
2537426,13176 12258 22124 27966 39877 47209 48099 21137 26604 11520 29993 31683 39121 8193 34358 10132 18926 45767 18441 25931 36865 46979 18465 12797 44422 35887 13263 27548 5479 34969 38273 17461 40174 41658 6336 35503 37158 1818 34270 13113 35628 5323 29363 106 5886 39578 1215 30440 45453
964266,39921
715217,13176 35045 49610
2799574,49235 24852 27966 21137 26604 4920 39275 41844 28199 37119 27323 34594 31960 27730 10673 48015 46041 32650 12508 44042 42834 39708 13999 25691
964567,
2585363,19240 21903 13219 30776 5479 42533 41860 8728 39450 7381 10089 10288
178138,5077 9076 24489 43713 39408 36011 13292
1812843,5077 13966 28204 33065 10702 40795 32329 927 14131 33050 45896 36390 20831 47726
309215,26209
2930656,
2520059,
692116,14947
2013158,17545
1488872,8859 44807
2651132,16797 20995 13575 20940
1095659,16797 24852 13249 38456 28199 4006 4138 32331 34185
3192032,24852 17600 18439 13194 37504
2930670,10957
3174574,32740
833522,
3061747,38160 43476
47094,47766
2668536,24852
1517808,
2275323,5450 30489 26790 28928 16254 31231 43504 44560 39561 34380 32116
964604,47209 27336 3243
2013181,
2255010,
1095679,17948 49111 23178 6347
2013188,
1226757,20084 8277 12545 13292
1619974,37646 21903 8518 45007 17794 27104 32537 34126 37687 21405 3873 8174 47734 22286 33055 21543 41960 43938 8717 3849 42309
2913281,24535 28289 27845 9020
2144264,
2013193,24852
1226762,35628
3323915,42736 26384 44643 35992
2301613,4724
1619984,24852 21903
